312771,3,3,3,.205
312782,3,2,3,.447
312804,3,2,3,.342
312807,3,2,3,.195
314876,1,2,3,.45
314877,1,3,3,.715
314886,1,2,3,.366
314899,1,2,3,.34
312852,3,3,3,.647
312854,3,3,3,.948
312856,3,3,3,.605
312857,3,3,3,.66
312858,3,2,3,.358
314909,1,2,3,.534
312865,3,2,3,.539
314923,1,2,3,.579
314936,1,2,3,.588
312895,3,2,3,.51
312896,3,2,3,.55
312898,3,2,3,.485
312900,3,3,3,.335
314955,1,2,3,.474
314968,1,2,3,.71
314982,1,2,3,.325
312940,3,2,3,.685
312942,3,3,3,.53
312944,3,2,3,.17
314994,1,3,3,.318
312946,3,3,3,.349
315006,1,3,3,.596
317064,5,4,2,1.033
315017,1,2,3,.353
315030,1,3,3,.195
317081,4,2,3,1.396
317088,4,3,3,1.405
315042,1,3,3,.615
313000,2,4,3,.335
313003,2,4,3,.368
313005,2,4,3,.385
315054,1,2,3,1.291
313010,2,4,3,.374
315060,1,3,3,.885
313035,2,4,3,.415
313037,2,4,3,.444
317139,6,3,3,.527
317141,6,3,3,1.799
317143,6,2,3,.399
317146,6,2,3,1.803
313055,2,1,3,.531
317157,5,4,3,.52
317166,5,4,3,.313
317168,5,1,2,.358
317171,5,1,2,.289
313080,2,4,3,.39
313082,2,4,3,.192
313111,5,1,3,.252
313114,5,1,3,.425
313132,5,1,3,.475
313144,6,3,3,.532
313159,1,2,3,.815
313166,6,2,3,.427
313172,6,2,3,.315
313178,6,2,3,.402
313184,3,2,3,.179
313190,6,2,3,.256
313197,3,3,3,.263
313204,3,3,3,.65
313339,2,4,3,1.107
